url,api,get,post,put,patch,delete
/v2/enrollment,pro,False,N/A,False,N/A,N/A
/v2/enrollment-customizations,pro,False,False,N/A,N/A,N/A
/v2/enrollment-customizations/images,pro,N/A,False,N/A,N/A,N/A
/v2/enrollment-customizations/images/{id},pro,False,N/A,N/A,N/A,N/A
/v2/enrollment-customizations/{id},pro,False,N/A,False,N/A,False
/v2/enrollment-customizations/{id}/history,pro,False,False,N/A,N/A,N/A
/v2/enrollment-customizations/{id}/prestages,pro,False,N/A,N/A,N/A,N/A
/v2/enrollment/access-groups,pro,False,False,N/A,N/A,N/A
/v2/enrollment/access-groups/{serverId}/{groupId},pro,False,N/A,False,N/A,False
/v2/enrollment/filtered-language-codes,pro,False,N/A,N/A,N/A,N/A
/v2/enrollment/history,pro,False,False,N/A,N/A,N/A
/v2/enrollment/history/export,pro,N/A,False,N/A,N/A,N/A
/v2/enrollment/language-codes,pro,False,N/A,N/A,N/A,N/A
/v2/enrollment/languages,pro,False,N/A,N/A,N/A,N/A
/v2/enrollment/languages/delete-multiple,pro,N/A,False,N/A,N/A,N/A
/v2/enrollment/languages/{languageId},pro,False,N/A,False,N/A,False
/v2/inventory-preload/csv,pro,False,False,N/A,N/A,N/A
/v2/inventory-preload/csv-template,pro,False,N/A,N/A,N/A,N/A
/v2/inventory-preload/csv-validate,pro,N/A,False,N/A,N/A,N/A
/v2/inventory-preload/ea-columns,pro,False,N/A,N/A,N/A,N/A
/v2/inventory-preload/export,pro,N/A,False,N/A,N/A,N/A
/v2/inventory-preload/history,pro,False,False,N/A,N/A,N/A
/v2/inventory-preload/records,pro,False,False,N/A,N/A,N/A
/v2/inventory-preload/records/delete-all,pro,N/A,False,N/A,N/A,N/A
/v2/inventory-preload/records/{id},pro,False,N/A,False,N/A,False
/v2/jamf-package,pro,False,N/A,N/A,N/A,N/A
/v2/jamf-pro-information,pro,False,N/A,N/A,N/A,N/A
/v2/local-admin-password/pending-rotations,pro,False,N/A,N/A,N/A,N/A
/v2/local-admin-password/settings,pro,False,N/A,False,N/A,N/A
/v2/local-admin-password/{clientManagementId}/account/{username}/audit,pro,False,N/A,N/A,N/A,N/A
/v2/local-admin-password/{clientManagementId}/account/{username}/history,pro,False,N/A,N/A,N/A,N/A
/v2/local-admin-password/{clientManagementId}/account/{username}/password,pro,False,N/A,N/A,N/A,N/A
/v2/local-admin-password/{clientManagementId}/accounts,pro,False,N/A,N/A,N/A,N/A
/v2/local-admin-password/{clientManagementId}/set-password,pro,N/A,N/A,False,N/A,N/A
/v2/mdm/commands,pro,False,N/A,N/A,N/A,N/A
/v2/mobile-device-prestages,pro,False,False,N/A,N/A,N/A
/v2/mobile-device-prestages/scope,pro,False,N/A,N/A,N/A,N/A
/v2/mobile-device-prestages/syncs,pro,False,N/A,N/A,N/A,N/A
/v2/mobile-device-prestages/{id},pro,False,N/A,False,N/A,False
/v2/mobile-device-prestages/{id}/attachments,pro,False,False,N/A,N/A,N/A
/v2/mobile-device-prestages/{id}/attachments/delete-multiple,pro,N/A,False,N/A,N/A,N/A
/v2/mobile-device-prestages/{id}/history,pro,False,False,N/A,N/A,N/A
/v2/mobile-device-prestages/{id}/scope,pro,False,False,False,N/A,N/A
/v2/mobile-device-prestages/{id}/scope/delete-multiple,pro,N/A,False,N/A,N/A,N/A
/v2/mobile-device-prestages/{id}/syncs,pro,False,N/A,N/A,N/A,N/A
/v2/mobile-device-prestages/{id}/syncs/latest,pro,False,N/A,N/A,N/A,N/A
/v2/mobile-devices,pro,False,N/A,N/A,N/A,N/A
/v2/mobile-devices/detail,pro,False,N/A,N/A,N/A,N/A
/v2/mobile-devices/{id},pro,False,N/A,N/A,False,N/A
/v2/mobile-devices/{id}/detail,pro,False,N/A,N/A,N/A,N/A
/v2/patch-management-accept-disclaimer,pro,N/A,False,N/A,N/A,N/A
/v2/patch-policies,pro,False,N/A,N/A,N/A,N/A
/v2/patch-policies/policy-details,pro,False,N/A,N/A,N/A,N/A
/v2/patch-policies/{id}/dashboard,pro,False,False,N/A,N/A,False
/v2/patch-policies/{id}/logs,pro,False,N/A,N/A,N/A,N/A
/v2/patch-policies/{id}/logs/eligible-retry-count,pro,False,N/A,N/A,N/A,N/A
/v2/patch-policies/{id}/logs/retry,pro,N/A,False,N/A,N/A,N/A
/v2/patch-policies/{id}/logs/retry-all,pro,N/A,False,N/A,N/A,N/A
/v2/patch-policies/{id}/logs/{deviceId},pro,False,N/A,N/A,N/A,N/A
/v2/patch-policies/{id}/logs/{deviceId}/details,pro,False,N/A,N/A,N/A,N/A
/v2/patch-software-title-configurations,pro,False,False,N/A,N/A,N/A
/v2/patch-software-title-configurations/{id},pro,False,N/A,N/A,False,False
/v2/patch-software-title-configurations/{id}/dashboard,pro,False,False,N/A,N/A,False
/v2/patch-software-title-configurations/{id}/definitions,pro,False,N/A,N/A,N/A,N/A
/v2/patch-software-title-configurations/{id}/dependencies,pro,False,N/A,N/A,N/A,N/A
/v2/patch-software-title-configurations/{id}/export-report,pro,False,N/A,N/A,N/A,N/A
/v2/patch-software-title-configurations/{id}/extension-attributes,pro,False,N/A,N/A,N/A,N/A
/v2/patch-software-title-configurations/{id}/history,pro,False,False,N/A,N/A,N/A
/v2/patch-software-title-configurations/{id}/patch-report,pro,False,N/A,N/A,N/A,N/A
/v2/patch-software-title-configurations/{id}/patch-summary,pro,False,N/A,N/A,N/A,N/A
/v2/patch-software-title-configurations/{id}/patch-summary/versions,pro,False,N/A,N/A,N/A,N/A
/v2/sso/cert,pro,False,False,False,N/A,False
/v2/sso/cert/download,pro,False,N/A,N/A,N/A,N/A
/v2/sso/cert/parse,pro,N/A,False,N/A,N/A,N/A
/v3/check-in,pro,False,N/A,False,N/A,N/A
/v3/check-in/history,pro,False,False,N/A,N/A,N/A
/v3/computer-prestages,pro,False,False,N/A,N/A,N/A
/v3/computer-prestages/{id},pro,False,N/A,False,N/A,False
/v3/enrollment,pro,False,N/A,False,N/A,N/A
/v3/enrollment/access-groups,pro,False,False,N/A,N/A,N/A
